2023-05-30 13:12:09.155 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.ModuleMapper.getModuleByUrl - ==> Parameters: /category/total(String)
2023-05-30 13:12:09.156 [http-nio-8080-exec-2] DEBUG c.e.tranding.mappers.ModuleMapper.getModuleByUrl - <==      Total: 1
2023-05-30 13:12:09.156 [http-nio-8080-exec-2] INFO  c.e.tranding.interceptor.LoggingInterceptor - admin 使用资源：统计所有分类信息的数量，访问路径：http://localhost:8080/category/total
2023-05-30 13:12:09.170 [http-nio-8080-exec-2] DEBUG c.e.t.mappers.CategoryMapper.getTotalCategory - ==>  Preparing: select count(*) from category where concat(category_name) like "%"?"%"
2023-05-30 13:12:09.170 [http-nio-8080-exec-2] DEBUG c.e.t.mappers.CategoryMapper.getTotalCategory - ==> Parameters: (String)
2023-05-30 13:12:09.172 [http-nio-8080-exec-2] DEBUG c.e.t.mappers.CategoryMapper.getTotalCategory - <==      Total: 1
2023-05-30 13:12:09.221 [http-nio-8080-exec-2] INFO  c.e.tranding.interceptor.LoggingInterceptor - Response Status: 200
2023-05-30 13:12:53.830 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.UserMapper.getUserByPhone - ==>  Preparing: select * from user where phone = ?
2023-05-30 13:12:53.831 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.UserMapper.getUserByPhone - ==> Parameters: admin(String)
2023-05-30 13:12:53.833 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.UserMapper.getUserByPhone - <==      Total: 1
2023-05-30 13:12:53.834 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.RoleMapper.getRoleById - ==>  Preparing: select * from role where role_id = ?
2023-05-30 13:12:53.834 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.RoleMapper.getRoleById - ==> Parameters: 1(Integer)
2023-05-30 13:12:53.836 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.RoleMapper.getRoleById - <==      Total: 1
2023-05-30 13:12:53.836 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.ModuleMapper.getModuleByUrl - ==>  Preparing: select * from module where url = ?
2023-05-30 13:12:53.837 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.ModuleMapper.getModuleByUrl - ==> Parameters: /category/all(String)
2023-05-30 13:12:53.839 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.ModuleMapper.getModuleByUrl - <==      Total: 1
2023-05-30 13:12:53.840 [http-nio-8080-exec-4] INFO  c.e.tranding.interceptor.LoggingInterceptor - admin 使用资源：获取所有分类信息的功能，访问路径：http://localhost:8080/category/all
2023-05-30 13:12:53.842 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.CategoryMapper.getAllCategory - ==>  Preparing: select * from category where concat(category_name) like "%"?"%" limit ?,?
2023-05-30 13:12:53.843 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.CategoryMapper.getAllCategory - ==> Parameters: (String), 0(Integer), 10(Integer)
2023-05-30 13:12:53.848 [http-nio-8080-exec-4] DEBUG c.e.tranding.mappers.CategoryMapper.getAllCategory - <==      Total: 10
